ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
-0.5198403163729385,0.8337907126593243,0.09234870164467307,0.8501691484989999,1.4140137673307391,-0.4768379929234754,-0.39491423892904043,0.2209972086889108,-1.407501613049081,-1.0678182262964997,-0.20736851474299375,1.3358807791995524,-0.46543394568394125,0.46279579160387047,-0.7015992785927251,-0.2114935882366229,-0.18753183806243492,1.1554798103343271,-0.5271284825476287,0.3071949166443537,0.3391318825892257,0.6154612115216915,0.6184119278500207,0.0
-1.4346600576515105,-0.3820618756501562,-0.42940305520949984,-0.49582978549984363,-0.007810489760808775,1.2010197575773096,0.658902195874509,-1.9047629021770323,-1.2603546789146858,-1.0678182262964997,-0.7495479162034834,0.10410106398307911,1.1796271264379925,0.9615162425029146,-0.7015992785927251,1.6155888764421236,1.672708605833276,-0.27361185089719603,1.2950974667530366,0.3071949166443537,0.9862574907936543,-0.74048097542488,0.7092275192188227,0.0
-0.11325376469357314,-1.0105958407931928,0.3904925627042004,0.44051729902109105,-1.340770730784135,0.36209088232691716,-0.39491423892904043,-0.5442764312228288,-1.1132077447802904,0.14770728582591952,-0.7495479162034834,-1.2046648834344236,-1.0137876363912524,-1.144192327959716,1.852951032779429,-0.6682642044063095,-0.6525919490363626,0.4583619268067548,0.09093117795221453,-0.7022499153138423,0.05695343038358017,-0.74048097542488,0.028110583952808903,0.0
1.3097991661842054,-0.6396577630038597,0.09234870164467307,-0.027656243239376294,-0.985314666511248,-0.4768379929234754,-0.39491423892904043,0.6461492308620994,0.9468493331012438,0.7554700418871292,0.8769902881779855,-0.9737061868313349,-0.46543394568394125,-0.8117120273603533,1.852951032779429,0.24527702793306375,-0.18753183806243492,-0.5524590043082249,-0.096057571569621,-1.0387315259665744,-0.05093095475309714,-0.06250988195159421,-0.7438219426820066,1.0
0.6999193386651575,6.202089005110505,-0.5039390204743817,0.6453432237600455,1.5028777833989608,-0.4768379929234754,-0.39491423892904043,0.6461492308620994,0.9468493331012438,0.7554700418871292,0.8769902881779855,1.1049220825964636,0.08291974502336998,-0.7562986439271262,-0.38228048967120587,0.24527702793306375,0.2775282729114928,-0.726738475190118,-0.096057571569621,-0.0292866940083783,-0.30799372561520283,-0.74048097542488,-0.9254531254196103,1.0
-0.41819367845309713,-0.7736076244277855,-0.13125919414997245,-0.6128731710649604,-0.5409945861701393,-0.4768379929234754,-0.39491423892904043,-2.4999757332194963,-1.0249195842996532,0.14770728582591952,-0.20736851474299375,-0.5117887936251575,-0.46543394568394125,0.5182091750370976,0.04347789555748643,-0.6682642044063095,-0.6525919490363626,0.42350603263037623,-0.020954607741888287,-1.0387315259665744,1.6333830989980829,-0.06250988195159421,-0.516782964260002,0.0
1.0048592524246815,-0.4335810531208969,-0.5039390204743817,-0.554351478282402,0.7919656548531869,-0.4768379929234754,-0.39491423892904043,0.6461492308620994,0.9468493331012438,0.7554700418871292,0.8769902881779855,0.5660184571892566,1.1796271264379925,-0.2575781930280821,-0.06296170074968666,-0.6682642044063095,-0.6525919490363626,-0.9707297344247683,-1.6913283946008315,-0.0292866940083783,0.3391318825892257,-0.74048097542488,0.527596336481219,1.0
-0.7231335922126212,-0.9178613213458595,-0.5784749857392635,-0.26174301436960995,-1.0741786825794697,-0.4768379929234754,-0.39491423892904043,-1.649671688873119,-1.378072226222202,-1.0678182262964997,-0.20736851474299375,-0.8967199546303054,-0.46543394568394125,-0.42381834332776347,-0.595159682285552,-0.2114935882366229,-0.18753183806243492,-0.4827472159554677,0.09093117795221453,-0.3657683046611103,-0.9551193338196313,-0.74048097542488,0.028110583952808903,0.0
0.2933327869857922,1.4314131713199163,-0.5784749857392635,0.9379516876728375,-0.18553852189725226,0.36209088232691716,-0.39491423892904043,0.30602761312354854,0.7997023989668485,0.14770728582591952,-0.7495479162034834,0.027114831782049535,0.08291974502336998,-1.1996057113929433,-0.7015992785927251,-0.2114935882366229,-0.18753183806243492,0.21437066757210455,0.09093117795221453,0.6436765272970857,-0.9551193338196313,-0.06250988195159421,-0.38055957720679934,0.0
-0.8247802301324625,-0.11416215280230459,-0.2057951594148543,-0.26174301436960995,1.1474217191260738,-0.4768379929234754,-0.39491423892904043,-0.11912440904964011,-1.289784065741565,-1.0678182262964997,-0.20736851474299375,0.9509496181944044,-0.46543394568394125,-0.8117120273603533,-0.7015992785927251,-0.6682642044063095,-0.6525919490363626,-0.5873148984846036,0.08028016721925979,2.662566191213478,-0.30799372561520283,0.6154612115216915,-0.6530063513132048,0.0
-1.4346600576515105,0.813183041671028,-0.35486708994461796,0.5282998381949287,1.0585577030578521,-0.4768379929234754,-0.39491423892904043,-0.37421562235355327,-1.348642839395323,-1.0678182262964997,-0.20736851474299375,0.8739633859933749,1.7279808171453037,-0.7562986439271262,-0.7015992785927251,-0.2114935882366229,-0.18753183806243492,0.42350603263037623,0.33336710462213,0.9801581379498178,0.9862574907936543,0.6154612115216915,0.5730041321656199,1.0
-0.31654704053325583,0.7204485222236947,-0.6530109510041453,0.06012629593446133,1.3251497512625174,0.36209088232691716,-0.39491423892904043,0.39105801755818625,-1.1426371316071695,0.14770728582591952,-0.7495479162034834,1.2588945469985227,0.08291974502336998,-0.4792317267609906,-0.7015992785927251,2.0723594926118105,2.1377687168072037,0.005235302513832853,1.2950974667530366,-0.0292866940083783,-0.30799372561520283,-0.06250988195159421,-0.9254531254196103,0.0
0.5982727007453162,0.1434337345513989,-0.6530109510041453,0.3527347598472534,-0.629858602238361,-0.4768379929234754,-0.39491423892904043,0.6461492308620994,0.9468493331012438,0.7554700418871292,0.8769902881779855,-0.588775025826187,-0.46543394568394125,-0.09133804272840072,-0.7015992785927251,-0.2114935882366229,-0.18753183806243492,0.9463444452760554,-0.096057571569621,-1.0387315259665744,-0.9551193338196313,-0.06250988195159421,0.028110583952808903,1.0
0.6999193386651575,2.6369619241352487,-0.2057951594148543,0.7916474557164416,-0.629858602238361,-0.4768379929234754,-0.39491423892904043,0.6461492308620994,0.9468493331012438,0.7554700418871292,0.8769902881779855,-0.6657612580272166,-0.46543394568394125,-1.5320860119923059,-0.7015992785927251,-0.6682642044063095,-0.6525919490363626,-0.16904416836806022,0.8901583669084444,2.662566191213478,-0.9551193338196313,-0.06250988195159421,1.526567841538039,1.0
-0.31654704053325583,-0.08325064631986016,-0.42940305520949984,-0.32026470715216837,0.7031016387849652,0.36209088232691716,0.658902195874509,-0.459246026788191,0.09339711512175104,0.14770728582591952,-1.291727317663973,0.5660184571892566,1.1796271264379925,0.8506894756364604,1.852951032779429,3.899441957290557,3.9980091607029147,0.8766326569232982,-0.07157199522246233,-0.7022499153138423,2.2805087072025114,-0.06250988195159421,1.027082089009629,1.0
-1.231366781811828,1.1635134484720648,0.16688466690955492,0.3234739134559742,0.5253736066485217,2.039948632827702,0.658902195874509,-1.394580475569206,-1.43693099987596,-2.2833437384189192,-1.291727317663973,0.8739633859933749,-1.0137876363912524,0.5182091750370976,-0.7015992785927251,-0.6682642044063095,-0.6525919490363626,-1.1450092053066614,0.9407757543890184,-0.3657683046611103,-0.30799372561520283,-0.74048097542488,-0.7438219426820066,1.0
